ID,Username,City,Country,Date,Comment
177,BigDaddyJ,Q.C.,Philippines,6-November-2018,"One of the well known dimsum restaurants in Guangzhou. Established many years ago and continues to draw throngs of people to eat there. They serve many varieties of dimsum. Must try is their Shrimp Dumplings (har gaw), Siew Mai, and the Red Rice Cheong Fun with Shrimp!"
178,412philipt,San Jose,California,21-October-2018,"It’s nothing to write home about if you’ve been to other dim som places in Shanghai or Beijing. But if you’re craving one of the good places in Guangzhou, then this would be a good place. Ingredients are fresh. Flavors are okay. There’s one person who spoke English that helped brought us the menu... then she was gone."
179,dinyarb,None,None,21-September-2018,"Most flavoursome. A treat for the eyes and palate. The Schezwam pepper can be overwhelming on the palate, but if you eat carefully it is a sensory feast."
180,kap10dag,None,None,1-August-2018,"Everything is good because the quality is there. No english menu but don't be afraid, just command what you think is looking good on other tables. Near a metro station, hours are not good on tripadvisor, i think its open everyday, big restaurant."
181,Frozzy L,None,None,26-July-2018,"Guangzhou is very popular as a city for food, but dim sum is definitely their specialty. This restaurant is popular, and have a long line on lunch and dinner. Have many branches around the city, just ask locals where the closest one is. Worth trying if visiting Guangzhou."
182,Bee_Traveled,New York City,New York,17-July-2018,"I had the pleasure of dining at Dian Dou De during a 14-hour layover in Guangzhou. The place is probably hard to find but luckily I was with an incredible English speaking guide named Xaq, that took us here for lunch. The restaurant is clean and they serve free tea which is out of this world. My favorite dishes were the sweet buns and their signature dish, which is radish tofu skin wrapped around fried crunch and shrimp, it seriously was a party in my mouth! If you have time to visit this incredibly delicious dim sum restaurant and you’re a foodie, I would defiantly put it on the top of your list."
183,elainechewnh,None,None,27-May-2018,"It’s one of the must-go if you are at Guangzhou. Went there for a light breakfast and their char siew bao was a bomb! Super good"
184,caothinh,None,None,28-April-2018,"The very first impression is every table is served with a pot of tea. Foods are extremely delicious and amazingly affordable. The staffs are also very helpful, always advice me every time I order more than I can eat"
185,Scott H,None,None,22-April-2018,"Wow! How did this restaurant get rated so high???

My Chinese wife and I attempted to have dinner here. No English menu and they were not accommodating of Chinese - only Cantonese. Getting any attention from a waiter/waitress was difficult. And plan on tea only to drink. No water, cola or any alcohol.

I would rate this zero if I could."
186,JoPan6,Singapore,Singapore,17-March-2018,"What a chance occasion that we manage to find this place to try dim sum. Busy place. Lively and vibrant colours.
Food is great. A place that I wanna go to for interesting dim sum. They have red tea among Chinese tea selection. We tried seasonal 鬼鼠糯米糍 (non animal produce)."
187,ehabkhedr,None,None,30-January-2018,"healthy and tasty that is what i feel i ask for shrimp but i taste lopster i don't know how... but actually i enjoyed the stuf was clean and cooperated to explain each meal i will come again"
188,Yipun J,None,None,3-January-2018,"One of our favourite dimsums in China. Food is fresh and good quality, Big place for this brunch with lots of local people. If you can't read Chinese, I'd recommend to scan the QR code on the table, it will show the picture of menus so it may be easier for foreign customers."
189,Qes78,Singapore,Singapore,30-December-2017,"Went there on Christmas Day for lunch. Managed to escape the long queues as i reached around 1.20 pm and most of the queue had gone already.

Ordering was a real pain as I couldn’t understand most of the menu and they didn’t have a menu in English.

Lovely Food and nice ambience. Reasonably priced too. Too bad they didn’t have an English menu."
190,kahy0ng,None,None,21-December-2017,"Was asking a local at our neighbourhood eatery where to get nice dim sum and she suggested Dian dou de. Turns out, the food was absolutely nice ( literally everyone of them). Be sure to get the egg tart though - it's their signature, and its silky smooth egg yolk is reallyyyy good. We ordered 13 types of dishes for 4 people (yes we ordered too much lol 10 dishes would be a good gauge for 4 people) and it only costed us RMB313. Ambience was decent and comparable to just a notch down from fine dining restaurants. Definitely worth the try."
191,Simon S,None,None,14-November-2017,"Great Tim Sum with lots of local. Porridge and Mee the serving is rather large for about 2 to share."
192,LuckyFarmer,Hong Kong,None,21-September-2017,"dian dou de is my new fav place to visit in GZ. they hv many branches across the cities so its easy to get to one of these conveniently. they seems to have larger portion of food when comparing w that of my home town Hong Kong. taste of them is great. i chose iron buddha tea which tasted fabalous. they have the tea pot and kettle things on the table and the staff will come to you and do the tea for you. i highly recommend their prawn dumplings (ha gaw), egg tarts and deep fried milk."
