ID,Username,City,Country,Date,Comment
114,Terlo,HK,None,9-August-2012,"Did not do the duck, but over-heard the receptionist asking everyone telephoning in to book a table whether they would like one.

We went for more everyday dishes: various sorts of dumplings and pancakes, noodles, and vegetables.

Could not quite say the dishes we ordered were very good, perhaps because they tended to be a tiny bit character-less, or perhaps they were over-shadowed by the nice, spicy sauces provided on the table.

Or perhaps the chefs in the small show kitchens succeeded in uprooting these everyday dishes from their humble street origins and down-to-earth flavours, but are still in search of ways to refine them for the upmarket Beijing Kitchen dining tables.

So this is not exactly one of those restaurants that we would make an effort to return to, especially with the wide range of other choices available in the City of Dreams complex, where the restaurant is located.

One entrance of the restaurant is at the lobby of the Grand Hyatt Hotel, and the other next to the entrance of the theatre of The House of Dancing Water show.

The restaurant has a better ambience in the evening. When it is dark outside, you tend not to notice the car-park at the side of the restaurant and the cars parked directly facing the tables located along the restaurant's floor-to-ceiling glass window."
115,theovanightsensation,Hyogo,Japan,11-January-2012,"I went with 2 others and we ordered a whole Peking duck. The duck was fantastic, crispy skin. But, they served some breast meat with the pancakes. We ordered deep fried duck bones for our second course. This was delicious, but i think the soup might've been a better option.

The service was fantastic as you'd expect. They let us sample a little bit of each wine before deciding on a bottle.

highly recommended if you want to eat Peking duck in Macau"
116,EarthDiscover,Canada,None,27-June-2011,"We have an early arrival for dinner. It has 2 open kitchens, clean and organized. We order a Peking duck. Oh it is so good that you can’t have it in North America. The chef is skillful in peeling the duck into different dishes: sizzling crispy skin and the duck meat. There is not much fat in the duck. Each piece is almost the same size. The other order is shredded pork on rice but this new attempt is a failure. The service is excellent. The environment is very nicely decorated with a very high ceiling. Definitely can give it a try"
117,GilbyC2011,None,None,17-January-2020,"Great food, Great Service Recommend Pork Belly, Deep Fried Chicken. They also have a special menu for CNY"
118,clarencewtc,None,None,16-January-2020,"Good to visit. Food is good. Service is wonderful. We enjoyed the set meal that could be customized per pax. Would definitely come back and visit again."
119,verahah29,None,None,14-January-2020,"The restaurant offers authentic Cantonese food in a delightful environment. Definitely worth a visit!"
120,macautravel0202,None,None,6-January-2020,"We see many comments in TripAdvisor . My friends want to bring us to go there but service was not good very hard to find the server finially their manager tall lady take our order . I forget her name ,food takes long time to serve after serve the food server didn't explain . very disspointed ."
121,1970jovana,None,None,6-January-2020,"We had a dinner .It’s not easy to communication with staff when they serve the food no introduction of dish name . Food quality is good but service poor ."
122,kanokwanpp,None,None,2-January-2020,"Excellent restaurant that you must come when you come to the Venetian Macao. The service here is so good. And the best thing is the taste of food here is hard to find. Wonderful decoration and area. Love it."
123,annywang1026,None,None,29-December-2019,"The food and service are excellent! My daughter like it very much , and so do I! Will definitely back here again"
124,Jdenchew,None,None,19-December-2019,"Good food and great service! Especially Celia, she was very kind and went out of her way to make our meal here an enjoya me one. Will definitely come back again"
125,defly8,Kuala Lumpur,Malaysia,18-December-2019,"Had dinner and dim sum for lunch in this restaurant. Both visits did not disappoint as the meals was delicious and reasonably priced. The meals come with a complimentary dessert of red bean soup.
The staffs are efficient and have a good attitude. Will definitely come again when in Macau."
126,alicen545,None,None,17-December-2019,"The restaurant is a bit difficult to find (possibly due to the surrounding renovation). The food is worth the effort though, as the dishes, especially the dim sums, are really delicious. The lunch set is an absolute bargain! Will visit again next time!"
127,Yudfs,None,None,16-December-2019,"Had a peaceful and tasteful dinner here at Canton with their excellent service. Will visit again soon."
128,TravelerJoey1,None,None,15-December-2019,"Our first time to come conton restaurant with my friends,we have very good experience in here, server very friendly and have good service the restaurant food is traditional Chinese food and nice, last time we will also come here."
129,380gretar,None,None,14-December-2019,"Had lunch here with my family to celebrate my mom’s 15 years of service in Sands, food was very delicious, staff was very courteous and accommodating."
130,orphank,None,None,13-December-2019,"The atmosphere of the restaurant is nice, dim sum are delicious and the service is great, will come back again."
131,AdeleAdelyn,None,None,11-December-2019,"Enjoy a delicious and filling lunch at the establishment. Great service, recommendations and Chinese Tim sum & dishes. Also included free Appetizer and desert."
132,NickCheung123,None,None,9-December-2019,"Canton is worthy of Michelin guide restaurant. Good environment with Chinese style, The Waitress's attitude is very friendly and will recommend dishes to me according to my taste.The crispy chicken and black pepper Wagyu beef is very delicious！ Highly recommend this restaurant！"
133,Jennynthao,None,None,25-November-2019,"Amazing staff members. We were very well looked after with attentive service. Went for a friend birthday and staff couldn’t have been more lovely"
134,efs2019,None,None,25-November-2019,"Visited and dined here with friends for my birthday. Incredible service by staff whom were very friendly and patient. Will recommend to others."
135,Emilyec3,None,None,25-November-2019,"We came for a friends birthday and were really taken care of. Staff was super friendly and helpful, would definitely recommend for any occasion!"
